"Event","Frequency"
"[name] Bre grounded out to [position]","1"
"[name] Jr. singled to [fieldLocation], RBI (count)","1"
"[name] advanced to [base] on an error by [position], scored, unearned","18"
"VER[name] singled up the middle (count)","2"
"Ball off the glove of [name] and it deflects across and past [name]","1"
"[name] grounded out to [position] down the [position] line unassisted, SAC, bunt","1"
"[name] Hunte lined out to [position] (count)","2"
"[name] doubled to [fieldLocation]","2485"
"[name] Bre hit by pitch (count)","2"
"[name] Johnny fouled out to [position]","1"
"Ball under the glove of [name]","1"
"[name] out at [base] [position] to [position], SAC, RBI (count)","5"
"Mitchell,D pinch hit for [name]","4"
"[name] struck out swinging, reached [base] on a wild pitch, advanced to [base] on the throw (count)","1"
"MOCCOYI to [position] for [name]","1"
"[name] singled to [fieldLocation], bunt, advanced to [base] on a throwing error by [position] (count)","25"
"[name] Shan grounded out to [position] (count)","8"
"[name] Quincy reached on a fielder's choice","1"
"[name] pinch hit for Jarvis Warne","1"
"[name] reached on a dropped fly by [position], 2 RBI (count)","1"
"[name] singled through the right side, out at [base] [position] to [position] to [position]","1"
"[name] singled up the middle, advanced to [base] on an error by [position], RBI (count)","2"
"[name] reached on an error by [position], SAC","9"
"[name] to [position] for DOMbKOWSKI","6"
"HAR[name] out on the play","1"
"[name] doubled to [fieldLocation], RBI, advanced to [base] on a muffed throw by [position]","1"
"[name] JR., Frank to [position] for [name]","3"
"[name] singled to [fieldLocation], advanced to [base], 2 RBI","10"
"Breidenth, J to [position] for [name]","6"
"[name] doubled to [fieldLocation], 2 RBI, advanced to [base] on a fielding error by [position] (count)","1"
"[name] C., unearned","1"
"[name] advanced to [base] on a wild pitch, scored on an error by [position], scored, unearned","1"
"[name] singled, out at [base] [position] to [position] to [position] to [position], RBI","1"
"[name] to [position] for WALTER,Willi","1"
"**high chopper, difficult throw for [name]","1"
"[name] tripled through the right side","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw, advanced to [base] on an error by [position], RBI (count)","5"
"[name] Quincy lined out to [position], assist by [position]","1"
"[name] DAZ singled to [fieldLocation]","1"
"[name] Hunter singled through the left side","1"
"[name] Bre lined into triple play [position] to [position] to [position] (count)","1"
"[name] Ryan popped up to [position]","1"
"[name] singled, bunt, advanced to [base] on a throwing error by [position], advanced to [base] on a throwing error by [position] (count)","1"
"[name] popped up to [position] down the [fieldLocation]","18"
"[name] hit into double play [position] to [position], RBI","5"
"[name] Quincy advanced to [base] on a wild pitch","3"
"[name] lined into double play [position] unassisted","62"
"[name] Ryan M out at [base] [position] to [position]","1"
"[name] lined out to [position] down the [position] line (count)","15"
"[name] advanced to [base] on the error, advanced to [base] on a fielding error by [position]","1"
"[name] singled to pitcher, bunt, RBI (count)","38"
"[name] Jere grounded out to [position] unassisted (count)","1"
"[name] singled to [fieldLocation], out at [base] [position] to [position] to [position], 2 RBI (count)","13"
"[name] to [position] for SAWRIE,Natha","4"
"[name] out at [base] [position] to [position], RBI (count)","114"
"[name] doubled down the [fieldLocation], RBI","326"
"[name] Antho struck out swinging (count)","8"
"[name] interference, advanced to [base] on an error by [position]","2"
"[name] to [position] for [name] Hunter","1"
"Pitching change with 2-0 count to [name]","1"
"[name] out on the play, caught stealing","41"
"[name] doubled down the [fieldLocation], ground-rule, RBI","3"
"[name] stole [base], scored, unearned","2"
"[name] Jr., DaShawn singled up the middle, RBI","1"
"[name] Ruban singled to [fieldLocation]","6"
"[name] Antho doubled","1"
"[name] Aust out at [base] [position] to [position], caught stealing","1"
"LUSTER,Antoi to [position] for [name] Aus","2"
"[name] Jared popped up to [position]","1"
"[name] to [position] for Gray, Matt","1"
"[name] out at [base] [position] unassisted, caught stealing, interference","1"
"[name] singled to [fieldLocation], out on the play, out at [base] [position] to [position] (count)","3"
"[name] II advanced to [base], scored on an error by [position], unearned","1"
"KIRK[name] to [position] for [name]","1"
"[name] to [position] for [name] Chris","2"
"[name] struck out swinging, out at [base] [position] to [position], interference (count)","3"
"[name] singled through the left side, advanced to [base] on an error by [position], advanced to [base] (count)","1"
"[name] singled, RBI, advanced to [base]","3"
"[name] singled, advanced to [base] on a throwing error by [position], advanced to [base]","2"
"[name] singled down the [position] line, advanced to [base] on a throwing error by [position], advanced to [base]","1"
"[name] reached on a throwing error by [position], SAC, bunt, advanced to [base] on the throw (count)","4"
"[name] DAZ lined out to [position] (count)","1"
"[name] takes over for [name] with a 2-1 count","1"
"[name] doubled to [fieldLocation], 3 RBI, out at [base] [position] to [position] (count)","1"
"[name] doubled, advanced to [base] on a fielding error by [position] (count)","7"
"[name] reached on a fielder's choice to pitcher, advanced to [base] (count)","8"
"[name] Jesse struck out swinging (count)","2"
"[name] Chris singled to [fieldLocation]","2"
"Ja [name] reached on a throwing error by [position] (count)","1"
"[name] Richar struck out looking (count)","2"
"[name] AJ reached [base] on a throwing error by [position]","1"
"[name] Antho singled through the right side","1"
"[name] homered to [fieldLocation], 3 RBI","333"
"[name] singled through the left side, advanced to [base], RBI","9"
"[name] appeared to throw his bat at ball for contact ' groundout","1"
"[name] Gar lined out to [position] (count)","2"
"de los RIOS to [position] for [name]","2"
"[name] homered down the [position] line, 3 RBI","7"
"[name] Jere advanced to [base]","1"
"[name] stole [base], scored on a wild pitch","3"
"[name] Jac struck out looking","1"
"[name] popped into double play [position], bunt","1"
"[name] homered, scored, RBI","1"
"[name] singled through the right side, advanced to [base] on a throwing error by [position], RBI (count)","6"
"[name] Eri popped up to [position]","1"
"[name] T grounded out to [position]","2"
"[name] reached on an error by [position], RBI (count)","111"
"[name] flied out to [position] down the [fieldLocation] (count)","317"
"[name] grounded out to [position], bunt, SAC, RBI","9"
"[name] out at [base] [position] to [position], bunt, SAC, RBI (count)","9"
"[name] singled to [fieldLocation], 2 RBI, advanced to [base] on the error (count)","2"
"[name] to [position] for CHANDLER,Gra","7"
"[name] to [position] for MAYCOCK. B.","1"
"[name] Shan pinch hit for [name]","1"
"[name] reached on a fielder's choice to pitcher, advanced to [base] on the throw, SAC (count)","1"
"[name] singled, bunt, advanced to [base] on a throwing error by [position], advanced to [base]","1"
"[name] grounded out to [position], bunt unassisted, SAC","5"
"[name] struck out swinging, reached [base] on a passed ball","51"
"[name] Bre walked (count)","7"
"[name] advanced to [base] on a fielding error by [position], scored, unearned","5"
"[name] T.J. advanced to [base] on a passed ball","1"
"Ball fielded by CF [name]","1"
"[name] Gar struck out swinging (count)","10"
"[name] Jawan advanced to [base]","4"
"[name] Pey struck out swinging, out at [base] [position] to [position] (count)","2"
"[name] scored on the error, assist by [position], unearned","1"
"[name] Treyben. singled to [fieldLocation], bunt","1"
"[name] singled, advanced to [base] on the throw, advanced to [base] on an error by [position], RBI","2"
"[name] doubled to [fieldLocation], advanced to [base] on an error by [position], 3 RBI (count)","1"
"[name] TJ grounded out to [position]","1"
"[name] Jr. walked","2"
"[name] singled through the left side, advanced to [base] on a throwing error by [position], RBI","4"
"[name] ejected after striking out in the bottom of the sixth inning","1"
"[name] bloop hit over [fieldLocation], fielded by SS, but no play","1"
"[name] lined out to [position], SAC, RBI, unearned (count)","1"
"[name] grounded into double play [position] to [position] to [position]","1828"
"Chopper to right-side hole, knocked down by 1B [name] but no play","1"
"[name] Cole scored","2"
"[name] TJ reached on a fielder's choice, SAC, bunt","1"
"[name] pinch hit for [name] McClain","4"
"Boselli ejected for home plate collision, [name] to DH","1"
"[name] singled, bunt, advanced to [base] on a throwing error by [position]","16"
"[name] out at [base] [position] to [position] to [position] to [position], caught stealing, picked off","12"
"[name] out at [base] [position] to [position], SAC, bunt, 2 RBI (count)","1"
"[name] hit into double play [position] to [position] to [position] to [position]","2"
"[name] Bre to [position] for [name] Hunte","2"
"[name] Rei singled to [fieldLocation] (count)","4"
"[name] stole [base], advanced to [base] on a passed ball","8"
"[name] to [position] for Raymond","1"
"[name] out at [base] [position] to [position], on appeal","2"
"[name] Larr fouled out to [position] (count)","1"
"[name] Davio pinch ran for [name]","3"
"[name] reached on a throwing error by [position], bunt, SAC, advanced to [base] on the throw (count)","1"
"[name] advanced to home on a fielder's choice, unearned","1"
"[name] scored, team unearned","115"
"[name] singled, advanced to [base] on an error by [position], advanced to [base]","2"
"[name] reached on a fielder's choice to pitcher, bunt, advanced to [base] on an error by [position], RBI (count)","1"
"[name] out at [base] [position] to [position] to [position] to [position] to [position], caught stealing","22"
"[name] Antho reached on a fielding error by [position]","1"
"Low throw from 3B [name] ' 1B [name] unable to dig it out","1"
"[name] J.P grounded out to [position]","1"
"[name] singled up the middle, RBI, RBI, advanced to [base]","1"
"[name] Jesse hit by pitch, RBI (count)","1"
"Je [name] pinch hit for [name]","6"
"[name] Hunter walked","3"
"[name] Jus struck out swinging (count)","2"
"[name] doubled down the [fieldLocation], out at [base] [position] to [position] to [position] to [position], 2 RBI","1"
"Nice diving stop by SS [name] & toss across to end bottom of [base]","1"
"[name] singled up the middle, out at [base] [position] to [position], RBI (count)","3"
"[name] Hunter out at [base] [position] unassisted","1"
"[name] advanced to [base] on the error, advanced to [base] on the error, scored, unearned","1"
