"Event","Frequency"
"[name] reached on a fielder's choice (count); [name] out on the play; [name] out at home [position] to [position] to [position] ","1"
"[name] homered to [fieldLocation], inside the park, 3 RBI; [name] scored; [name] scored ","1"
"[name] doubled to [fieldLocation], 2 RBI, advanced to [base] on the throw (count): [name] scored, unearned: [name] scored, unearned ","1"
"[name] singled to catcher, bunt (count): [name] advanced to [base]: [name] advanced to [base] ","4"
"Jarvis Warne grounded out to [position] unassisted, SAC, bunt (count)3a [name] advanced to [base] ","1"
"[name] Ryan M grounded out to [position] unassisted ","1"
"StankiewiczD struck out swinging ","2"
"[name] doubled to [fieldLocation], 2 RBI (count): [name] scored, unearned: [name] scored, unearned ","20"
"T. Baumann flied out to [position] ","3"
"[name] reached on a fielder's choice, advanced to [base]; [name] out at [base] [position] to [position] to [position] to [position] to [position], out on the play ","1"
"[name] stole [base], out at [base] [position] to [position] to [position] to [position] to [position] ","2"
"Offensive conference with count 0-1 ","1"
"[name] Pete singled through the left side (count) ","1"
"[name] tripled to [fieldLocation], 2 RBI3a [name] scored3a [name] scored, unearned ","1"
"[name] walked; [name] advanced to [base]; T. Schumache advanced to [base] ","1"
"[name] singled to [fieldLocation] (count)3a [name] out at [base] [position] to [position] to [position] ","1"
"[name] struck out, reached [base] on a passed ball (count) ","2"
"[name] walked (count)3a [name] advanced to [base] on a wild pitch ","48"
"[name] Daniel flied out to [position] ","5"
"M. Rinke singled to [fieldLocation] (count) ","1"
"MSU challenged original call of hit by pitch. Call reversed on review ","1"
"[name] singled to [fieldLocation], RBI; [name] advanced to [base]; [name] scored ","677"
"[name] Ryan lined out to [position] ","1"
"[name] Natale singled down the [position] line ","1"
"Mitchell,D walked (count) ","4"
"[name] doubled down the [position] line, 3 RBI: [name] scored: [name] scored: [name] scored ","1"
"MCCAULEY,Dan struck out swinging, out at [base] [position] to [position] ","1"
"[name] singled to [fieldLocation]; [name] advanced to [base] on a throwing error by [position], scored, unearned ","1"
"[name] reached on a throwing error by [position], advanced to [base] (count); [name] scored, unearned ","28"
"[name] reached on a throwing error by [position], bunt, advanced to [base] (count); [name] scored ","1"
"[name] reached on a fielding error by [position] (count); [name] advanced to [base]; [name] advanced to [base], scored on the error ","1"
"[name] singled, advanced to [base]: [name] out at [base] [position] to [position] ","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw, RBI: [name] advanced to [base]: [name] scored ","5"
"[name] pinch hit for GADDIS,Nic ","1"
"[name] reached on an error by [position], advanced to [base]: [name] scored, unearned: [name] scored, unearned ","3"
"[name] pinch hit ","192"
"Lo[name] flied out to [position] ","2"
"[name] singled through the left side, RBI; [name] advanced to [base]; [name] Jack scored ","2"
"Bouley struck out swinging (count) ","1"
"MONTENEGR0 to [position] ","1"
"[name] grounded out to [position] unassisted; [name] advanced to [base], advanced to [base] on an error by [position] ","1"
"[name] grounded out to [position] unassisted, RBI; [name] scored ","10"
"[name] singled, advanced to [base], interference ","1"
"[name] doubled down the [position] line, 2 RBI (count); [name] advanced to [base]; [name] scored, unearned; [name] scored, unearned ","1"
"[name] singled up the middle (count)3a [name] advanced to [base]3a [name] advanced to [base] ","26"
"[name] singled to pitcher, bunt, RBI (count)3a [name] advanced to [base]3a [name] advanced to [base]3a [name] scored ","3"
"Corbett singled through the right side (count)3a Anderson, C. advanced to [base] ","1"
"[name] stole [base], out at home [position] to [position] ","2"
"[name] reached on a fielder's choice (count); [name] advanced to [base], advanced to [base] on a throwing error by [position] ","4"
"[name] singled to [fieldLocation], RBI (count): [name] advanced to [base], advanced to [base] on the error: [name] advanced to [base], scored on a fielding error by [position], unearned: [name] scored ","1"
"Klohen, A. struck out swinging; [name] stole [base] ","1"
"[name] advanced to [base] on a passed ball, out at [base] [position] to [position] ","1"
"[name] Davio singled to [fieldLocation] ","2"
"[name] advanced to [base]; [name] scored, unearned; [name] scored on a throwing error by [position], unearned ","1"
"[name] advanced to [base] on a wild pitch, advanced to [base]; [name] advanced to [base] on a wild pitch, scored on a throwing error by [position] ","1"
"[name] grounded out to [position], SAC, bunt, RBI; [name] advanced to [base]; [name] scored ","21"
"No error at home plate as [name] had passed catcher ' scored ","1"
"[name] singled to pitcher (count); [name] advanced to [base] ","132"
"[name] reached on an error by [position], advanced to [base] on the throw (count): [name] advanced to [base]: [name] scored, unearned ","2"
"DelSignore walked (count) ","1"
"[name] advanced to [base] on a wild pitch; Je [name] advanced to [base] on a wild pitch ","1"
"[name] Jack singled to [fieldLocation] ","4"
"[name] advanced to [base] on a wild pitch3a [name] stole [base] ","3"
"K. Butler to [position] ","1"
"[name] doubled to [fieldLocation], 2 RBI; [name] scored; [name] [name] ","2"
"[name] doubled, out at [base] [position] to [position], 2 RBI (count); [name] scored, unearned; [name] scored, unearned ","1"
"[name] flied out to [position], SF, RBI: [name] advanced to [base]: [name] scored, unearned ","6"
"[name] hit into double play [position] to [position] to [position] to [position], RBI (count)3a [name] out on the play3a [name] scored ","1"
"[name] Chris walked: [name] advanced to [base] ","1"
"[name] reached on a dropped fly by [position] (count); [name] scored, unearned ","2"
"[name] singled through the left side3a [name] advanced to [base] ","134"
"[name] struck out swinging, reached [base] on a wild pitch (count): [name] advanced to [base] on a wild pitch ","2"
"[name] struck out swinging: [name] stole [base]: [name] out at home [position] to [position] to [position] ","1"
"[name] Ryan M lined out to [position] ","1"
"[name] out at [base] [position] to [position], caught stealing; [name] advanced to [base] on a wild pitch ","2"
"[name] singled to [fieldLocation], RBI (count); [name] advanced to [base]; [name] advanced to [base], scored on a fielding error by [position], unearned; [name] scored ","1"
"[name] struck out swinging, out at [base] [position] to [position] (count): [name] advanced to [base] on the throw ","2"
"[name] Jimenez out at [base] [position] to [position] (count) ","1"
"[name] singled to [fieldLocation], advanced to [base] on a throwing error by [position], RBI; [name] advanced to [base], advanced to [base] on the error; [name] scored ","1"
"[name] singled through the right side, advanced to [base] on the throw, RBI (count)3a [name] scored ","7"
"[name] reached on an error by [position], advanced to [base] on the throw3a [name] scored, unearned ","1"
"De Los Re, S to [position] for [name] ","4"
"[name] out at [base] [position] to [position] (count) ","3093"
"[name] singled up the middle, advanced to [base] on the throw, RBI (count); [name] advanced to [base]; [name] advanced to [base], out at home [position] to [position]; [name] scored ","1"
"[name] singled, bunt ","188"
"[name] advanced to [base] on a passed ball, advanced to [base] on a throwing error by [position] ","6"
"Urban singled to [fieldLocation] ","1"
"[name] doubled down the [position] line, RBI, advanced to [base] on the throw; [name] scored ","1"
"[name] singled to [fieldLocation], RBI (count): [name] advanced to [base], scored on an error by [position], unearned: [name] scored ","2"
"Klocek, J. struck out swinging ","1"
"[name] struck out swinging, reached [base] on a throwing error by [position] (count); [name] advanced to [base] on a wild pitch ","1"
"[name] singled, bunt; [name] Daul advanced to [base]; [name] advanced to [base] ","1"
"[name] Shan struck out swinging (count) ","11"
"[name] doubled down the [fieldLocation] (count): [name] advanced to [base], out at [base] [position] to [position] ","1"
"Jarvis Warne lined out to [position] ","1"
"[name] singled up the middle, 2 RBI: [name] advanced to [base]: [name] scored: [name] scored, unearned ","1"
"[name] out on batter's interference3a [name] no advance ","1"
"[name] TJ flied out to [position]; [name] advanced to [base] ","1"
"[name] grounded out to [position], RBI; [name] out at [base] [position] to [position] to [position]; [name] scored ","1"
"[name] singled to [fieldLocation], advanced to [base] on an error by [position], RBI; [name] advanced to [base], scored on an error by [position], unearned; [name] scored ","1"
"[name] grounded into double play [position] to [position] to [position] (count); [name] out on the play ","2464"
"[name] reached on a fielding error by [position] (count): [name] advanced to [base]: [name] scored, unearned ","32"
"[name] singled to pitcher, RBI: [name] advanced to [base]: [name] scored ","5"
"48 to [position] for Mueller,J ","1"
"[name] grounded out to [position] unassisted, interference (count): [name] out at [base] [position] to [position] ","1"
"[name] reached on an error by [position], RBI (count): [name] advanced to [base]: [name] advanced to [base], out at home [position] to [position]: [name] scored, unearned ","1"
"[name] Pete singled up the middle, RBI3a [name] scored ","1"
"[name] reached on a fielder's choice down the [position] line (count); [name] advanced to [base]; [name] out at [base] [position] unassisted ","2"
"MITCHELL,Mal singled to [fieldLocation], RBI (count): [name] advanced to [base]: [name] advanced to [base]: [name] scored ","1"
"[name] Sebastia flied out to [position] ","2"
"[name] singled through the left side, advanced to [base] on a throwing error by [position] (count): [name] advanced to [base] ","2"
"[name] TJ grounded out to [position] ","1"
"[name] out at [base] [position] to [position]: [name] advanced to [base]: [name] advanced to [base] ","10"
"[name] II walked ","2"
"[name] Jak flied out to [position] ","1"
"[name] doubled to [fieldLocation], ground-rule, RBI (count): [name] scored, unearned ","3"
"B. Dewaine fouled out to [position] (count) ","1"
"[name] flied into double play [position] to [position]; [name] out on the play; [name] advanced to [base] ","1"
"[name] singled through the right side; Chamberlin, Jace advanced to [base] ","2"
"[name] singled, advanced to [base] on a fielding error by [position], scored (count) ","1"
"[name] tripled to [fieldLocation], 2 RBI: [name] scored, unearned: [name] scored, unearned ","2"
"[name] reached on a fielder's choice, bunt, RBI; [name] out at [base] [position] to [position]; [name] scored, unearned ","1"
"Abraham walked ","1"
"[name] flied out to [position] (count); [name] out at [base] [position] unassisted, runner left early ","1"
