"Event","Frequency"
"McClain,G advanced to [base]","2"
"M. Blunk to [position] for M. Baker","1"
"Grisanti out at [base] [position] to [position], caught stealing","1"
"Murray walked","2"
"Fryou, B. advanced to [base]","1"
"Earls flied out to [position] (count)","1"
"JT Berry to [position]","1"
"Lemus to [position] for Jager Jr.","1"
"Warning issued to Northwestern State bench","1"
"L. Nicholson to [position] for C. Charman","1"
"Tanner Gaff singled up the middle","1"
"Vasquez fouled out to [position] (count)","1"
"Benavidez,R flied out to [position] (count)","2"
"Baldwin singled to [fieldLocation]","2"
"M. McGough out at [base] [position] to [position] to [position] (count)","1"
"Nygaard singled up the middle","1"
"J. Riffle singled to [fieldLocation] (count)","2"
"C. Simoneaux singled through the right side (count)","1"
"CAMPOS struck out swinging","1"
"B. Ruiz grounded out to [position]","1"
"Kitchen struck out looking (count)","1"
"CP coach visits mound. Pitches","1"
"weather delay 5 hr, 25 min. resume play at 9:15","1"
"CHANDLER,Gra to [position] for BREWSTER,Aus","6"
"Schoonover struck out swinging, out at [base] [position] to [position] (count)","1"
"A. Gaytan grounded out to [position] unassisted (count)","1"
"R. Ranie fouled out to [position] (count)","3"
"SNIATYSKI struck out looking (count)","3"
"Claus scored, unearned","1"
"JONES singled to [fieldLocation], advanced to [base] on a throwing error by [position]","1"
"D. Pittman singled, RBI (count)","1"
"D. Torres tripled down the [position] line (count)","1"
"JOHNSON,Came singled to [fieldLocation]","4"
"Renoud struck out looking","1"
"Mercer,J lined out to [position] (count)","2"
"CHANDLER,Gra grounded out to [position] (count)","1"
"Harris, K to [position] for Devon","1"
"MCCAULEY,Dan struck out looking","1"
"Leyder, J. struck out looking","1"
"BLANKENBERGE struck out looking, out at [base] [position] to [position] (count)","1"
"CAMPOS hit by pitch","1"
"E. Hildebran grounded out to [position] (count)","1"
"Claus pinch hit for Anderson, C.","1"
"Closner, O walked (count)","7"
"E. Shelvin singled to [fieldLocation] (count)","3"
"DAMUTH, L to [position] for RIPPERGER","1"
"BLANKENBERGE flied out to [position]","2"
"Berthiaume hit by pitch (count)","4"
"18, 14 strikes","1"
"VERLIN,Nate flied out to [position]","17"
"CUSATI flied out to [position]","3"
"Baker struck out swinging","1"
"MacKENZIE, Jake scored on a throwing error by [position], unearned","1"
"Bakst,Dan doubled to [fieldLocation] (count)","1"
"Laird, B. singled to [fieldLocation] (count)","1"
"Weston singled, advanced to [base] on an error by [position], RBI","1"
"R. Lard struck out swinging","4"
"GADDIS,Nic lined out to [position]","1"
"Game ended due to lightning in the bottom of the eighth","1"
"Xavier Floy walked","1"
"BROOKS,Willi singled up the middle, RBI","1"
"HALL, J advanced to [base] on a passed ball","1"
"Louisiana First Basemen drops down bunt for suicide squeeze play","1"
"Grisanti grounded out to [position] unassisted (count)","1"
"Glunz struck out looking","1"
"Geska walked","1"
"Bat was checked for too much pine tar per CSUB coach, ruled to be legal","1"
"RodriguezM singled to [fieldLocation] (count)","1"
"J. Reimold struck out looking (count)","1"
"M. Bentley to [position] for F. Lucska","1"
"R. Ranie out at [base] [position] to [position] (count)","1"
"Benavidez,R doubled, ground-rule (count)","1"
"Barrett lined out to [position] (count)","1"
"D. Morrow advanced to [base] on an error by [position]","2"
"A. Barrios reached on an error by [position] (count)","2"
"MITCHELL,Mal grounded out to [position] (count)","3"
"After the sixth inning, the game entered a 2hr 20min weather delay","1"
"Corbett singled through the right side (count)","1"
"HUNT,Perry (count) HUNT,Perry (AJ) flied out to [position]","2"
"WERNEKE, A scored","1"
"Bakst,Dan walked (count)","5"
"Eshleman advanced to [base]","1"
"N Maciejeski grounded into double play [position] to [position] to [position] (count)","1"
"Marini to [position] for Ley","1"
"Walwyn walked (count)","1"
"R. MacCarric advanced to [base] on the throw","1"
"D. Fleming to [position] for J. Harmon","1"
"CAMPOS scored","1"
"K. Rooklin struck out swinging, reached [base] on a wild pitch (count)","1"
"Taulbee, M. hit by pitch (count)","1"
"Grisanti out at [base] [position] to [position] (count)","1"
"Berthiaume struck out swinging (count)","11"
"Hebert, Z. flied out to [position] (count)","1"
"Houston struck out swinging","1"
"Harper flied out to [position] (count)","1"
"Agnes to [position] for Swegarden","1"
"C. Homan to [position] for M. Blunk","1"
"bloop double, lost in the wind in rc","1"
"Coss struck out looking","4"
"HUNT,Perry (count) HUNT,Perry (AJ) struck out swinging","1"
"MONTENEGR0 to [position]","1"
"72, 46 strikes.","1"
"Merle advanced to [base]","2"
"J. Roberson to [position] for A. Rotramel","1"
"Closner, O scored, unearned","1"
"Chamberlin, Jace hit by pitch","3"
"TARANTINO,Matthew out on the play","1"
"Batson singled up the middle","1"
"BROUGHTON scored, unearned","1"
"RIPPERGER to [position] for CAROLL, B","1"
"Quito singled to [fieldLocation], RBI","1"
"MONTENEGR0 walked (count)","1"
"T. Cleasby advanced to [base]","1"
"Coleman singled to [fieldLocation]","2"
"Reyes struck out looking (count)","1"
"BLANKENBERGE reached on a fielder's choice (count)","2"
"Jarvis Warne singled to [fieldLocation], RBI (count)","2"
"Martin advanced to [base]","1"
"Benavidez,R doubled to [fieldLocation] (count)","1"
"Dahlke to [position]","1"
"Chamberlin, Jace advanced to [base]","17"
"Nelson struck out swinging (count)","1"
"Pop up fell between P, C ' 3B. Ball would have gone foul on bounce as well","1"
"Smith struck out swinging","1"
"Tow to [position]","1"
"29, 14 strikes","1"
"B. Rawlinson grounded out to [position] (count)","4"
"Kelow doubled to [fieldLocation]","1"
"J. Brown scored","2"
"C. Charman grounded out to [position] (count)","1"
"Danielson walked (count)","1"
"Slusher advanced to [base]","1"
"D.Maciejeski singled to [fieldLocation] (count)","1"
"Tyler Prince grounded out to [position]","1"
"BREWSTER,Aus to [position] for TEOFILO,Fale","1"
"Gutierrez out at [base] [position] to [position], picked off","1"
"Meisenheimer flied out to [position] (count)","1"
"17, 10 str","1"
"BROOKS,Willi fouled out to [position] (count)","1"
"Stendebach to [position] for Carmack, M.","1"
"J. Riffle popped up to [position] (count)","1"
"Harrison singled to [fieldLocation], RBI (count)","1"
"HELTON scored","1"
"SILBERHORN to [position] for S.-P.","1"
"WILBURN,Tyle to [position] for CHANDLER,Gra","5"
"Medium height pop fly dropped","1"
"Coss struck out swinging, out at [base] [position] to [position] (count)","1"
"HELTON stole [base]","1"
"Montes to [position]","1"
"Patterson to [position] for Memmelaar","1"
"A. Ortiz walked (count)","1"
"Esteban to [position] for Rivera","1"
"Dagenais struck out looking","1"
"(count) Lightning delay","1"
"Adkins, D. walked","1"
"UCR head coach Troy Percival visits mound. Pitches","8"
"Oetting,Mi lined into double play [position] to [position] (count)","1"
"Letein struck out swinging (count)","1"
"had what was originally called a HR down LF line, overturned by 1B umpire","1"
"C. Simoneaux singled through the left side (count)","1"
"Runner's interference on [number] in Top 5, [number] is out on the play","1"
"Patin, S. singled to [fieldLocation] (count)","1"
"Fonseca singled to [fieldLocation] (count)","1"
"Bakst,Dan singled to [fieldLocation]","1"
"Stoughtenger grounded out to [position] (count)","1"
"BROOKS,Willi singled to [fieldLocation]","2"
"D. Pittman popped up to [position] to [fieldLocation]","1"
"L. Rendell pinch hit for H. Storch","1"
"Harris,W struck out swinging (count)","2"
"J. Palczewsk singled to [fieldLocation], RBI","1"
"Run and hit","1"
"Gibson advanced to [base]","1"
"MONTENEGR0 advanced to [base] on a wild pitch","1"
"J Banuelos pinch hit for N Maciejeski","1"
"Houston flied out to [position]","1"
"After review, runner was out at [base]","1"
"B. Watson hit by pitch (count)","1"
"Tamez reached on a fielder's choice, RBI (count)","1"
"Diving stop by TXST Shortstop to start double play","1"
"Corbett singled down the [fieldLocation], out at [base] [position] to [position] (count)","1"
"N. Babineaux to [position] for H. Babineaux","1"
"Garrett, B. walked (count)","1"
"Barrett walked","1"
"G. Richards walked (count)","1"
"LOPEZ,Bradly struck out looking (count)","1"
"Desormeaux flied out to [position] (count)","1"
"Ward stole [base]","1"
"Holliman reached on a fielder's choice, RBI","1"
"Stockley advanced to [base]","1"
"Coss stole [base], advanced to [base] on a throwing error by [position]","1"
"Stach flied out to [position] (count)","1"
"Matt Schilling was ejected in the bottom of the 3rd for arguing","1"
"Brady Harris to [position]","1"
"A. Katlin to [position]","2"
"Van Blake's hit makes Kelly's run EARNED","1"
"B. Watson flied out to [position] (count)","1"
"L. Santiago flied out to [position]","2"
"Pop fly into shallow CF","1"
"Dewaine singled down the [fieldLocation]","1"
"Chamberlin, Jace singled down the [fieldLocation], RBI","1"
"Dropped foul ball, E[positionNumber]F","14"
"Urban grounded out to [position]","1"
"Dropped foul ball, E[positionNumber]D","3"
"ALLEMANN pinch hit for MCCOMB","1"
"Herschberger scored on a wild pitch","1"
"HOLLIDAY, Z to [position] for ZIELS, R","1"
"2:06 Delay","1"
"Benavidez,R picked off, out at [base] [position] to [position]","1"
"LOPEZ,Bradly scored","3"
"Heard scored","1"
"Ondina flied out to [position], SAC, RBI (count)","1"
"Game halted at 6:43 p.m. Suspended at 8:50 p.m","1"
"Esquivel advanced to [base] on a wild pitch","1"
"StankiewiczD grounded out to [position], bunt (count)","1"
"JACKSON,Jayl walked","4"
"WHALEY grounded out to [position]","1"
"Shockley tripled to [fieldLocation] (count)","1"
"HENN, S struck out swinging, out at [base] [position] to [position] (count)","1"
"**great diving catch, slid on knee","1"
"Jerez to [position]","1"
"Garnder, A. struck out swinging","1"
"Rinke flied out to [position] (count)","1"
"MacCARRICK, Ryan flied out to [position]","1"
"LUKE, Bryce struck out looking","4"
"Kline, B. to [position] for Leyder, J.","1"
"Play stopped at 7","1"
"HPU head coach Craig Cozart was ejected for arguing call at 1st mid 6th","1"
"B. Rawlinson flied out to [position] (count)","2"
"Grable, J. singled to [fieldLocation]","1"
"Louisiana Pitcher exits the game with apparent injury","1"
"Earls out at [base] [position] to [position], SAC, bunt (count)","1"
"Herschberger struck out swinging (count)","2"
"Danielson doubled to [fieldLocation] (count)","1"
"THURBER flied out to [position]","1"
"Robinette grounded out to [position] (count)","1"
"Phelts pinch ran for Folena","1"
"Boselli Iii advanced to [base]","4"
"B. Watson fouled out to [position] (count)","1"
"Almendarez advanced to [base]","1"
"Coleman singled (count)","1"
"HALL, J singled through the left side (count)","1"
"Diving play on ball hit up the middle","1"
"J. Lyall to [position] for J. English","1"
"J Fonseca struck out swinging (count)","2"
"MCCAULEY,Dan singled through the left side","1"
"Lepchitz advanced to [base]","3"
"J. Russo advanced to [base]","3"
"Johnson to [position] for Bentley","1"
"C. Rodriguez walked (count)","1"
"LOYD to [position] for JAMES","1"
"T. Childs advanced to [base]","1"
"Gilmer, C. lined out to [position]","1"
"WERNEKE, A homered to [fieldLocation], RBI","1"
"MEDINA advanced to [base]","2"
"Blackburn scored, unearned","1"
"Wenberg advanced to [base]","1"
"J. Soto walked (count)","1"
"Crose homered to [fieldLocation], RBI","1"
"Perez walked, RBI (count)","1"
"W. Templett struck out looking (count)","1"
"C. Simoneaux walked, RBI (count)","1"
"Merle scored","1"
"B. Dewaine flied out to [position] (count)","1"
"Rosario scored","1"
"Faron grounded out to [position] unassisted (count)","1"
"McDaniel flied out to [position]","1"
"Haywayd, Buddy walked","4"
"C. Matthews scored","1"
"Klohen, A. struck out looking (count)","1"
"GADDIS,Nic flied out to [position] (count)","6"
"R. Calvin scored","1"
"ULM third-base coach Matt Collins ejected for arguing the call at [base]","1"
"Jarvis Warne out at [base] [position] to [position], caught stealing","1"
"GADDIS,Nic doubled to [fieldLocation]","2"
"Hebert, Z. out at [base] [position] to [position] to [position], picked off","1"
"SCANLON flied into double play [position] to [position] (count)","1"
"McCOLLUM,Jer to [position] for NICOLL,Thoma","1"
"Degnan walked","1"
"Jarvis Warne reached on an error by [position] (count)","1"
"J. Dingess pinch hit for J. Reimold","1"
"Rios,R walked (count)","1"
"Wilburn singled through the right side (count)","1"
"SNIATYSKI out on the play","1"
"Rodriguez, to [position] for Gardiner, M.","1"
"WAG","1"
"Coss singled through the right side, RBI","1"
"Bandor,M singled to [fieldLocation] (count)","1"
"Degnan singled to [fieldLocation]","1"
"High chopper up the middle","1"
"Harding grounded out to [position], SAC, bunt (count)","1"
"Patin, S. grounded out to [position], SAC, bunt (count)","1"
"COSS scored, unearned","1"
"Kelly singled to [fieldLocation]","1"
"LOPEZ,Bradly popped up to [position]","1"
"Kunc grounded into double play [position] to [position] to [position] (count)","1"
"Rinke advanced to [base]","1"
"Dossen,B hit by pitch (count)","1"
"Foote to [position] for Murawski","1"
"LOPEZ,Bradly reached on an error by [position], RBI","1"
"A. Rivera grounded out to [position]","3"
"Drummond struck out swinging","1"
"Berthiaume struck out looking (count)","3"
"F. Lucska out at [base] [position] to [position] (count)","2"
"*UMass head coach ejected for arguing fair vs. foul, among other things*","1"
"Howard, A. out at [base] [position] to [position]","2"
"Balgaard,B struck out swinging (count)","1"
"Jarvis Warne to [position]","4"
"Shockley walked (count)","1"
"Spencer flied out to [position]","1"
"Smith advanced to [base]","3"
"Flores,K pinch ran for Bennett,B","1"
"Berthiaume doubled down the [fieldLocation] (count)","1"
"L. Grizzell struck out swinging","1"
"Harrison flied out to [position] (count)","1"
"MONTENEGR0 out at [base] [position] to [position]","1"
"Corbett advanced to [base]","1"
"Beal, S. lined into double play [position] to [position] (count)","1"
"Hurt grounded out to [position] (count)","1"
"**great diving catch by [position]","1"
"BROOKS,Willi singled through the left side (count)","1"
"Leon hit by pitch, RBI (count)","1"
"A. Rivera singled to [fieldLocation], RBI","1"
"Kozlak flied out to [position]","1"
"StankiewiczD out at [base] [position] to [position]","1"
"shoestring catch","1"
"C Quinn to [position] for G Valdes","1"
"Russel Castl doubled to [fieldLocation]","1"
"J. Russo hit by pitch","1"
"Lyons hit by pitch","1"
"Grupa, N. reached on a fielding error by [position] (count)","1"
"MONTENEGR0 reached on an error by [position], advanced to [base] on the throw (count)","1"
"Dickerson, D walked (count)","1"
"Goliday singled to [fieldLocation], RBI","1"
"TARANTINO,Matthew grounded into double play [position] to [position] to [position]","3"
